qid,docno,label,stance
135,11474,1,pro
135,11467,1,pro
135,11443,1,pro
135,11438,1,pro
135,11434,1,pro
135,11592,1,pro
135,11594,1,pro
135,11447,1,pro
135,11527,1,pro
135,11452,1,pro
135,11454,1,pro
135,11589,1,pro
135,11439,1,pro
135,11456,1,pro
135,11459,1,pro
135,11536,1,pro
135,11440,1,pro
135,11462,1,pro
135,11478,1,pro
135,11453,1,pro
135,11631,1,pro
135,11531,1,pro
135,11477,1,pro
135,11475,1,pro
135,11620,1,pro
135,11458,1,pro
135,11449,1,pro
135,11479,1,pro
135,11471,1,pro
135,11472,1,pro
135,11600,1,pro
135,11461,1,pro
135,11450,1,pro
135,11444,1,pro
135,11632,1,pro
135,11501,1,con
135,11540,1,con
135,11512,1,con
135,11543,1,con
135,11549,1,con
135,11495,1,con
135,11516,1,con
135,11514,1,con
135,11492,1,con
135,11511,1,con
135,11547,1,con
135,11544,1,con
135,11542,1,con
135,11488,1,con
135,11599,1,con
135,11630,1,con
135,11493,1,con
135,11548,1,con
135,11515,1,con
135,11480,1,con
135,11550,1,con
135,11497,1,con
135,11523,1,con
135,11503,1,con
135,11499,1,con
135,11541,1,con
135,11487,1,con
135,11508,1,con
135,11513,1,con
135,11502,1,con
135,11551,1,con
135,11506,1,con
135,11509,1,con
135,11485,1,con
135,11505,1,con
135,11484,1,con
135,11491,1,con
135,4846,0,
135,4681,0,
135,9394,0,
135,11028,0,
135,4820,0,
135,7045,0,
135,4847,0,
135,9406,0,
135,4865,0,
135,9386,0,
135,11051,0,
135,4695,0,
135,7097,0,
135,4827,0,
135,7077,0,
135,7047,0,
135,11049,0,
135,4686,0,
135,7094,0,
135,9384,0,
135,9388,0,
135,11018,0,
135,9404,0,
135,11044,0,
135,4816,0,
135,4677,0,
135,4830,0,
135,7051,0,
135,9411,0,
135,4844,0,
135,7089,0,
135,4862,0,
135,4860,0,
135,4689,0,
135,11057,0,
135,9397,0,
135,4697,0,
135,11055,0,
135,4851,0,
135,4700,0,
135,9403,0,
135,11050,0,
135,9413,0,
135,4854,0,
135,11045,0,
135,4835,0,
135,9408,0,
135,4829,0,
135,7066,0,
135,7085,0,
135,4691,0,
135,9396,0,
135,11023,0,
135,4671,0,
135,4815,0,
135,4852,0,
135,9391,0,
135,7050,0,
135,9398,0,
135,7065,0,
135,9410,0,
135,9401,0,
135,11047,0,
135,7095,0,
135,9416,0,
135,4687,0,
135,11035,0,
135,9409,0,
135,7101,0,
135,4672,0,
135,11053,0,
135,9392,0,
135,4673,0,
135,9399,0,
135,7078,0,
135,4866,0,
135,7069,0,
135,11026,0,
135,9382,0,
135,4685,0,
135,9407,0,
135,9380,0,
135,11040,0,
135,4849,0,
135,4867,0,
135,4679,0,
135,11036,0,
135,9373,0,
135,11029,0,
135,11054,0,
135,11042,0,
135,11033,0,
135,4674,0,
135,11030,0,
79,10798,1,pro
79,10788,1,pro
79,10802,1,pro
79,10791,1,pro
79,10793,1,pro
79,10789,1,pro
79,10792,1,pro
79,10787,1,pro
79,10828,1,pro
79,10805,1,con
79,10823,1,con
79,10800,1,con
79,10799,1,con
79,10789,1,con
79,10822,1,con
79,10804,1,con
79,10824,1,con
79,10790,1,con
79,10801,1,con
79,10164,0,
79,11124,0,
79,9408,0,
79,6600,0,
79,11118,0,
79,10160,0,
79,6605,0,
79,10050,0,
79,9394,0,
79,11115,0,
79,11137,0,
79,10090,0,
79,10098,0,
79,11121,0,
79,10070,0,
79,6603,0,
79,10630,0,
79,10563,0,
79,9379,0,
118,8618,1,pro
118,8583,1,pro
118,8617,1,pro
118,8629,1,pro
118,8598,1,pro
118,8616,1,pro
118,8626,1,pro
118,8584,1,pro
118,8613,1,pro
118,8627,1,pro
118,8588,1,pro
118,8605,1,pro
118,8639,1,pro
118,8615,1,pro
118,8640,1,pro
118,8628,1,pro
118,8625,1,pro
118,8614,1,pro
118,8638,1,pro
118,8585,1,pro
118,8637,1,pro
118,8634,1,con
118,8597,1,con
118,8622,1,con
118,8619,1,con
118,8623,1,con
118,8595,1,con
118,8586,1,con
118,8624,1,con
118,8589,1,con
118,8620,1,con
118,8594,1,con
118,8596,1,con
118,8615,1,con
118,8621,1,con
118,8582,1,con
118,8646,1,con
118,1802,0,
118,920,0,
118,913,0,
118,1794,0,
118,3315,0,
118,1777,0,
118,3317,0,
118,932,0,
118,914,0,
118,924,0,
118,3333,0,
118,3325,0,
118,916,0,
118,3320,0,
118,928,0,
118,6051,0,
118,919,0,
118,1780,0,
118,3322,0,
118,922,0,
118,1785,0,
118,1796,0,
118,1792,0,
118,910,0,
118,912,0,
118,6062,0,
118,903,0,
118,1789,0,
118,3305,0,
118,3321,0,
118,931,0,
118,1787,0,
118,6055,0,
118,1797,0,
118,6054,0,
118,6065,0,
118,6061,0,
146,10037,1,pro
146,10035,1,pro
146,10033,1,pro
146,10032,1,pro
146,9984,1,pro
146,10024,1,pro
146,10041,1,con
146,10006,1,con
146,9970,1,con
146,10039,1,con
146,9969,1,con
146,9966,1,con
146,10007,1,con
146,9972,1,con
146,10038,1,con
146,10040,1,con
146,3318,0,
146,4315,0,
146,9233,0,
146,3332,0,
146,7950,0,
146,9189,0,
146,6406,0,
146,3306,0,
146,9199,0,
146,7960,0,
146,4329,0,
146,9211,0,
146,7968,0,
146,9265,0,
146,9215,0,
146,4320,0,
41,11733,1,pro
41,11728,1,pro
41,11732,1,pro
41,11727,1,pro
41,11741,1,con
41,11743,1,con
41,11737,1,con
41,11738,1,con
41,11744,1,con
41,11739,1,con
41,11735,1,con
41,11740,1,con
41,11742,1,con
41,11536,0,
41,11589,0,
41,11458,0,
41,8621,0,
41,2954,0,
41,11465,0,
41,8528,0,
41,11525,0,
41,2795,0,
41,2857,0,
41,8443,0,
41,11511,0,
41,8627,0,
14,5132,1,pro
14,5129,1,pro
14,5130,1,pro
14,5133,1,pro
14,5134,1,pro
14,5127,1,pro
14,5128,1,pro
14,5125,1,pro
14,5126,1,pro
14,5131,1,pro
14,5137,1,con
14,5142,1,con
14,5143,1,con
14,5144,1,con
14,5141,1,con
14,5135,1,con
14,5140,1,con
14,5136,1,con
14,6819,0,
14,6811,0,
14,9502,0,
14,9940,0,
14,9527,0,
14,8547,0,
14,6840,0,
14,1790,0,
14,8570,0,
14,9503,0,
14,6832,0,
14,6824,0,
14,6841,0,
14,8567,0,
14,6822,0,
14,1795,0,
14,9515,0,
14,6825,0,
124,8702,1,pro
124,8703,1,pro
124,8695,1,pro
124,8696,1,pro
124,8733,1,pro
124,8701,1,pro
124,8698,1,pro
124,8694,1,pro
124,8732,1,pro
124,8687,1,pro
124,8693,1,pro
124,8685,1,pro
124,8688,1,pro
124,8694,1,con
124,8687,1,con
124,8686,1,con
124,8688,1,con
124,8713,1,con
124,8734,1,con
124,8718,1,con
124,8705,1,con
124,8738,1,con
124,8715,1,con
124,8712,1,con
124,8714,1,con
124,8736,1,con
124,8709,1,con
124,8711,1,con
124,8735,1,con
124,8733,1,con
124,8737,1,con
124,8708,1,con
124,8702,1,con
124,8818,0,
124,3317,0,
124,8859,0,
124,8820,0,
124,8873,0,
124,3322,0,
124,1359,0,
124,8876,0,
124,8870,0,
124,8840,0,
124,8836,0,
124,1374,0,
124,8862,0,
124,3320,0,
124,6406,0,
124,1367,0,
124,8807,0,
124,8866,0,
124,8956,0,
124,6405,0,
124,8808,0,
124,8922,0,
124,1382,0,
124,8803,0,
124,1395,0,
124,8815,0,
124,8971,0,
124,8819,0,
124,3326,0,
124,8974,0,
124,8863,0,
124,6416,0,
124,8926,0,
51,9382,1,pro
51,9373,1,pro
51,9387,1,pro
51,9401,1,pro
51,9392,1,pro
51,9391,1,pro
51,9394,1,pro
51,9388,1,pro
51,9389,1,pro
51,9384,1,pro
51,9381,1,pro
51,9380,1,pro
51,9393,1,pro
51,9398,1,pro
51,9379,1,pro
51,9385,1,pro
51,9402,1,pro
51,9386,1,pro
51,9397,1,pro
51,9399,1,pro
51,9395,1,pro
51,9396,1,pro
51,9390,1,pro
51,9415,1,con
51,9403,1,con
51,9412,1,con
51,9409,1,con
51,9404,1,con
51,9411,1,con
51,9416,1,con
51,9417,1,con
51,9405,1,con
51,9406,1,con
51,9407,1,con
51,9413,1,con
51,9408,1,con
51,9414,1,con
51,9410,1,con
51,11027,0,
51,4091,0,
51,6401,0,
51,6405,0,
51,6407,0,
51,11064,0,
51,11055,0,
51,11075,0,
51,9938,0,
51,9954,0,
51,9931,0,
51,9958,0,
51,4088,0,
51,6408,0,
51,11036,0,
51,11044,0,
51,11028,0,
51,11051,0,
51,4086,0,
51,6389,0,
51,9959,0,
51,6393,0,
51,4097,0,
51,4103,0,
51,11030,0,
51,6406,0,
51,11026,0,
51,6411,0,
51,9955,0,
51,4094,0,
51,9939,0,
51,11017,0,
51,9949,0,
51,11047,0,
51,6409,0,
51,4099,0,
51,9956,0,
51,4101,0,
150,9212,1,pro
150,9260,1,pro
150,9277,1,pro
150,9269,1,pro
150,9283,1,pro
150,9203,1,pro
150,9199,1,pro
150,9263,1,pro
150,9201,1,pro
150,9204,1,pro
150,9261,1,pro
150,9208,1,pro
150,9265,1,pro
150,9218,1,pro
150,9189,1,pro
150,9268,1,pro
150,9213,1,pro
150,9262,1,pro
150,9217,1,pro
150,9211,1,pro
150,9205,1,pro
150,9206,1,pro
150,9267,1,pro
150,9202,1,pro
150,9281,1,con
150,9230,1,con
150,9278,1,con
150,9215,1,con
150,9233,1,con
150,9280,1,con
150,9229,1,con
150,9228,1,con
150,9227,1,con
150,9234,1,con
150,9226,1,con
150,9279,1,con
150,9282,1,con
150,4304,0,
150,6358,0,
150,6369,0,
150,9373,0,
150,11280,0,
150,9412,0,
150,11170,0,
150,11209,0,
150,8540,0,
150,4334,0,
150,11195,0,
150,6365,0,
150,11202,0,
150,8460,0,
150,8457,0,
150,11286,0,
150,11288,0,
150,4303,0,
150,4309,0,
150,11162,0,
150,9395,0,
150,8506,0,
150,8440,0,
150,8533,0,
150,8500,0,
150,9399,0,
150,4294,0,
150,4305,0,
150,6368,0,
150,8527,0,
150,8443,0,
150,9393,0,
150,4306,0,
150,4311,0,
150,11147,0,
150,6375,0,
150,6382,0,
116,6358,1,pro
116,6363,1,pro
116,6365,1,pro
116,6368,1,pro
116,6359,1,pro
116,6369,1,pro
116,6360,1,pro
116,6367,1,pro
116,6371,1,pro
116,6382,1,pro
116,6361,1,pro
116,6373,1,pro
116,6366,1,pro
116,6362,1,pro
116,6364,1,pro
116,6380,1,con
116,6377,1,con
116,6368,1,con
116,6384,1,con
116,6376,1,con
116,6381,1,con
116,6383,1,con
116,6378,1,con
116,6379,1,con
116,6375,1,con
116,11300,0,
116,3305,0,
116,3321,0,
116,6776,0,
116,11732,0,
116,11314,0,
116,6786,0,
116,6787,0,
116,6795,0,
116,3334,0,
116,11300,0,
116,3320,0,
116,11298,0,
116,3326,0,
116,3304,0,
116,6768,0,
116,11728,0,
116,11303,0,
116,6796,0,
116,11301,0,
116,3325,0,
116,11316,0,
116,6784,0,
116,3306,0,
116,6779,0,
10,4688,1,pro
10,4681,1,pro
10,4673,1,pro
10,4674,1,pro
10,4670,1,pro
10,4679,1,pro
10,4678,1,pro
10,4672,1,pro
10,4697,1,pro
10,4671,1,pro
10,4676,1,pro
10,4677,1,pro
10,4700,1,pro
10,4683,1,con
10,4688,1,con
10,4690,1,con
10,4693,1,con
10,4684,1,con
10,4694,1,con
10,4685,1,con
10,4692,1,con
10,4695,1,con
10,4696,1,con
10,4686,1,con
10,4691,1,con
10,4682,1,con
10,4687,1,con
10,4689,1,con
10,10560,0,
10,10035,0,
10,10038,0,
10,10641,0,
10,11042,0,
10,10642,0,
10,8627,0,
10,11046,0,
10,11045,0,
10,8615,0,
10,8596,0,
10,11039,0,
10,11064,0,
10,8595,0,
10,9984,0,
10,9969,0,
10,10640,0,
10,10630,0,
10,11028,0,
10,10556,0,
10,9972,0,
10,8583,0,
10,11050,0,
10,10007,0,
10,11044,0,
10,10573,0,
10,11023,0,
10,8614,0,
35,4098,1,pro
35,4088,1,pro
35,4099,1,pro
35,4094,1,pro
35,4091,1,pro
35,4093,1,pro
35,4087,1,pro
35,4090,1,pro
35,4086,1,pro
35,4089,1,pro
35,4092,1,pro
35,4097,1,pro
35,4103,1,con
35,4105,1,con
35,4108,1,con
35,4100,1,con
35,4101,1,con
35,4107,1,con
35,4079,1,con
35,4106,1,con
35,4102,1,con
35,4104,1,con
35,11450,0,
35,11501,0,
35,11551,0,
35,11499,0,
35,11540,0,
35,11475,0,
35,8749,0,
35,11503,0,
35,11549,0,
35,6371,0,
35,11543,0,
35,6358,0,
35,11511,0,
35,11548,0,
35,11431,0,
35,6383,0,
35,11456,0,
35,9391,0,
35,8766,0,
35,11464,0,
35,6382,0,
35,11594,0,
119,7217,1,pro
119,7221,1,pro
119,7193,1,pro
119,7195,1,pro
119,7175,1,pro
119,7174,1,pro
119,7173,1,pro
119,7196,1,pro
119,7219,1,pro
119,7194,1,pro
119,7216,1,con
119,7178,1,con
119,7179,1,con
119,7220,1,con
119,7199,1,con
119,7189,1,con
119,7190,1,con
119,7197,1,con
119,7177,1,con
119,7200,1,con
119,7201,1,con
119,7168,1,con
119,7191,1,con
119,7181,1,con
119,7196,1,con
119,7219,1,con
119,9567,0,
119,6825,0,
119,9655,0,
119,9547,0,
119,7975,0,
119,6834,0,
119,7951,0,
119,9578,0,
119,7952,0,
119,9569,0,
119,7957,0,
119,6635,0,
119,9628,0,
119,9568,0,
119,6826,0,
119,7971,0,
119,4100,0,
119,6620,0,
119,6820,0,
119,6840,0,
119,4098,0,
119,6817,0,
119,7953,0,
119,6816,0,
119,4097,0,
119,9558,0,
89,11339,1,pro
89,11344,1,pro
89,11337,1,pro
89,11341,1,pro
89,11342,1,pro
89,11335,1,pro
89,11336,1,pro
89,11338,1,pro
89,11343,1,pro
89,11357,1,con
89,11362,1,con
89,11360,1,con
89,11347,1,con
89,11356,1,con
89,11358,1,con
89,11355,1,con
89,11359,1,con
89,11349,1,con
89,11346,1,con
89,11348,1,con
89,11354,1,con
89,11345,1,con
89,11363,1,con
89,11364,1,con
89,11353,1,con
89,9535,0,
89,9647,0,
89,9640,0,
89,9552,0,
89,8801,0,
89,9563,0,
89,9595,0,
89,9567,0,
89,9543,0,
89,9644,0,
89,9591,0,
89,8747,0,
89,8767,0,
89,8748,0,
89,9546,0,
89,9547,0,
89,9633,0,
89,9653,0,
89,9549,0,
89,1287,0,
89,9661,0,
89,9566,0,
89,9582,0,
89,8768,0,
89,9533,0,
147,8398,1,pro
147,8407,1,pro
147,8429,1,pro
147,8400,1,pro
147,8401,1,pro
147,8391,1,pro
147,8403,1,pro
147,8394,1,pro
147,8396,1,pro
147,8399,1,pro
147,8402,1,pro
147,8405,1,pro
147,8392,1,pro
147,8395,1,pro
147,8393,1,pro
147,8397,1,pro
147,8404,1,pro
147,8428,1,con
147,8391,1,con
147,8390,1,con
147,8409,1,con
147,8427,1,con
147,8408,1,con
147,8426,1,con
147,8411,1,con
147,8423,1,con
147,8410,1,con
147,8415,1,con
147,8417,1,con
147,8420,1,con
147,8419,1,con
147,8425,1,con
147,8414,1,con
147,8416,1,con
147,8421,1,con
147,8412,1,con
147,8413,1,con
147,2858,0,
147,913,0,
147,4329,0,
147,4314,0,
147,9201,0,
147,2963,0,
147,9233,0,
147,2887,0,
147,6384,0,
147,4333,0,
147,4292,0,
147,2954,0,
147,4324,0,
147,917,0,
147,6381,0,
147,932,0,
147,2829,0,
147,6375,0,
147,961,0,
147,2878,0,
147,2956,0,
147,9213,0,
147,2827,0,
147,2938,0,
147,2835,0,
147,927,0,
147,2872,0,
147,6367,0,
147,915,0,
147,6376,0,
147,2840,0,
147,4296,0,
147,4300,0,
147,2842,0,
147,4313,0,
147,2819,0,
147,9211,0,
